store_no,store_nm,addr,category,telephone,address,roadAddress,mapx,mapy,description,link,Correct
1477093,용산미장원,충청북도 영동군 용산면 구촌리,"생활,편의>미용실",,충청북도 영동군 용산면 구촌리 383-46,충청북도 영동군 용산면 용산로 334,384827,406670,,,O
1477236,주상절리 휴게소,경상북도 경주시 양남면 읍천리,"교통,운수>일반휴게소",,경상북도 경주시 양남면 읍천리 406,경상북도 경주시 양남면 동해안로 498-19,533588,343902,,,O
1477442,봉창이 해물칼국수,울산광역시 동구 서부동,"한식>칼국수,만두",,울산광역시 동구 서부동 105-3 현대백화점울산동구점 5F,울산광역시 동구 방어진순환도로 899 현대백화점울산동구점 5F,530045,325637,,,O
1477498,사회적협동조합스윗,서울특별시 중구 태평로2가,,,,,,,,,X
1477564,포새우돈,경기도 여주시 현암동,,,,,,,,,X
1477807,5678(오육칠팔),서울특별시 마포구 망원동,,,,,,,,,X
1478037,카페 써니데이,경기도 수원시 권선구 구운동,"카페,디저트>카페",,경기도 수원시 권선구 구운동 489-11 1층,경기도 수원시 권선구 구운로64번길 2 1층,309122,520202,,,O
1478086,지에스(GS)25 여주아이파크점,경기도 여주시,,,,,,,,,X
1478216,얌얌 닭발 숯닭갈비,서울특별시 강남구 역삼동,한식>닭발,,서울특별시 강남구 논현동 60-11,서울특별시 강남구 논현로150길 13 1층 얌얌닭발숯닭갈비 도산점,314416,546808,,,X
1478232,모바일슈퍼,충청남도 홍성군 홍성읍 남장리,,,,,,,,,X
1478337,카페 오디너리 하우스,대구광역시 중구 삼덕동1가,,,,,,,,,X
1478373,풍무열린나무의원,경기도 김포시,"병원,의원>소아청소년과",,경기도 김포시 풍무동 258-6,경기도 김포시 김포대로 693,288376,557355,,http://www.namuclinic.kr,O
1478697,씨에스(CS)레이저,충청북도 청주시 청원구 정상동,,,,,,,,,X
1478973,농업회사법인솔바람맑은물주식회사(송도학원가거리점),인천광역시 연수구,,,,,,,,,X
1479070,위즈위그,서울특별시 강서구 내발산동,,,,,,,,,X
1479073,코지라운지,서울특별시 강동구 암사동,,,,,,,,,X
1479124,아람로스터스,전라남도 장성군 북하면 용두리,,,,,,,,,X
1479219,이마트24 천안원성비둘기점,충청남도 천안시 동남구 원성동,"생활,편의>편의점",,충청남도 천안시 동남구 원성동 490-1,충청남도 천안시 동남구 원성천2길 120,325414,467709,,http://www.emart24.co.kr,O
1479232,주식회사찬슬,광주광역시 광산구 장덕동,,,,,,,,,X
1479273,더하노이풋앤바디 천안불당점,충청남도 천안시 서북구 불당동,"미용>마사지,지압",,충청남도 천안시 서북구 불당동 1536-2,"충청남도 천안시 서북구 불당21로 67-18 403, 404호",320656,468459,,https://blog.naver.com/hanoi7004,O
1479279,이수리본,경기도 이천시 부발읍 신하리,,,,,,,,,X
1479462,너와 나의 봄,대구광역시 북구 산격동,"생활,편의>꽃집,꽃배달",,대구광역시 북구 산격동 1309-31 1층,대구광역시 북구 대학로23길 16-5 1층,455270,366250,,https://www.instagram.com/spring__withyou,O
1479471,호야의정원,서울특별시 강남구 논현동,"생활,편의>사진,스튜디오",,서울특별시 강남구 논현동 93-7,서울특별시 강남구 언주로150길 45-1,315154,547104,,https://hoyastudio.modoo.at/,O
1479475,엠에이치(MH)엄마손실버복지용구,인천광역시 남동구 구월동,,,,,,,,,X
1479507,킥타고,대전광역시 서구 만년동,"쇼핑,유통>전동모빌리티",,대전광역시 서구 만년동 301,대전광역시 서구 대덕대로 408 테크노월드 1층 15호,344548,418923,,http://blog.naver.com/iple95,O
1479582,모이몰른 전주에코시티점,전라북도 전주시 덕진구 송천동2가,"쇼핑,유통>유아동복",,전라북도 전주시 덕진구 송천동2가 1299-8 1동 101호,전라북도 전주시 덕진구 세병로 178-6 1동 101호,321942,364701,,,O
1479913,따땃,경기도 수원시 팔달구 고등동,"음식점>카페,디저트",,경기도 수원시 팔달구 고등동 285-6 1층,경기도 수원시 팔달구 고화로 118 1층,312122,520235,,http://instagram.com/dda_ddat.cafe,O
1480022,일렉스 솔루텍,울산광역시 울주군 언양읍 동부리,"쇼핑,유통>전자,가전",,울산광역시 울주군 언양읍 동부리 338-3,울산광역시 울주군 언양읍 읍성로 61 상가7호,501537,330498,,,O
1480250,휴 레스토랑,경상북도 청도군 운문면 신원리,,,,,,,,,X
1480254,봉황대잡화점,경상북도 경주시 노동동,,,,,,,,,X
1480454,아이돌스,전라북도 전주시 덕진구 우아동3가,반려동물>반려동물분양,,전라북도 전주시 덕진구 우아동3가 749-57 Idolls Ragdoll Cattery,전라북도 전주시 덕진구 견훤로 368 Idolls Ragdoll Cattery,323773,360801,,http://www.idolls.co.kr,O
1480513,카페도리 (cafedori),경기도 화성시 비봉면 자안리,,,,,,,,,X
1480576,선비꼬마김밥(세종법원점),세종특별자치시 반곡동,음식점>분식,,세종특별자치시 반곡동 771-68,세종특별자치시 한누리대로 1952 반곡타워 110C호,337689,432368,,,O
1480671,엠앤에프 (M&F),경상남도 진주시 내동면 신율리,,,,,,,,,X
1480701,뉴 욕쟁이 디저트,경기도 용인시 기흥구 보정동,"음식점>카페,디저트",,경기도 용인시 기흥구 보정동 1266-4 로얄프라자 110호 일부호(보정동),경기도 용인시 기흥구 죽현로 35,321730,524541,,,O
1480773,주식회사 마중물컴퍼니,서울특별시 용산구 한남동,,,,,,,,,X
1480783,주식회사 해피청인,대전광역시 중구 산성동,,,,,,,,,X
1480874,독도종합어시장,서울특별시 관악구 신림동,한식>생선회,,서울특별시 관악구 신림동 1428-12,서울특별시 관악구 신림로 376,305480,543407,,,O
1480971,불간짬뽕청북점,경기도 평택시 청북읍 옥길리,중식>중식당,,경기도 평택시 청북읍 옥길리 1168-1 1층상가,경기도 평택시 청북읍 안청로 312-48 1층상가,303778,491122,,,O
1481203,조은커피(JO EUN COFFEE),경상남도 양산시 삼호동,,,,,,,,,X
1481212,주식회사 춘자,서울특별시 중구 신당동,,,,,,,,,X
1481366,탕화쿵푸마라탕 선부점,경기도 안산시 단원구 선부동,음식점>중식>중식당,,경기도 안산시 단원구 선부동 1082 상가동 102호,경기도 안산시 단원구 선부광장북로 36 상가동 102호,294856,526772,,,O
1481426,에스에프씨,서울특별시 금천구 가산동,"쇼핑,유통>건강기능보조식품",,서울특별시 금천구 가산동 670 대륭테크노타운17차 15층 1505호,서울특별시 금천구 가산디지털1로 25 대륭테크노타운17차 15층 1505호,301672,541270,,http://www.sfcbio.com/,O
1481431,봉명동내커피진주2호점,경상남도 진주시 신안동,"음식점>카페,디저트",,경상남도 진주시 신안동 455-1 1층 일부,경상남도 진주시 평거로139번길 3,406495,286975,,,O
1481500,진참치왜관점,경상북도 칠곡군 왜관읍 왜관리,음식점>한식,,경상북도 칠곡군 왜관읍 왜관리 1424,경상북도 칠곡군 왜관읍 중앙로 46,436167,375478,,,O
1481602,지에스(GS)25 경주역점,경상북도 경주시 황오동,"생활,편의>편의점",,경상북도 경주시 황오동 203-7,경상북도 경주시 화랑로 132,509973,361167,,,O
1481622,감이조아 헤어염색,경기도 화성시 봉담읍 동화리,미용>머리염색,,경기도 화성시 봉담읍 동화리 622,경기도 화성시 봉담읍 동화역말길 25 중흥에스스퀘어 104호,308196,513108,,,O
1481703,떡볶이를 사랑한닭,충청북도 청주시 서원구 수곡동,,,,,,,,,X
1481851,킹스게러지,경상남도 김해시 진례면 담안리,"생활,편의>세차",,경상남도 김해시 진례면 담안리 166,경상남도 김해시 진례면 고모로 441 6호,470688,296327,,https://blog.naver.com/redfoot79,O
1481863,강아지숲,강원도 춘천시 남면 발산리,,,,,,,,,X
1481974,삼현미용실,강원도 원주시 일산동,"생활,편의>미용실",,강원도 원주시 일산동 230-14,강원도 원주시 동진골4길 39,395179,527480,,,O
1482299,공감플러스치과,경기도 김포시 고촌읍 신곡리,,,,,,,,,X
1482304,새롬터 동래점,부산광역시 금정구 장전동,,,,,,,,,X
1482351,너에게 꽃,충청북도 청주시 흥덕구 복대동,"생활,편의>꽃집,꽃배달",,충청북도 청주시 흥덕구 복대동 348-2,충청북도 청주시 흥덕구 죽천로124번길 11 103호,349820,448602,,http://instagram.com/toyou_flower,O
1482549,주식회사 엔로겔,세종특별자치시 종촌동,,,,,,,,,X
1482918,레삐(안동지사),경상북도 안동시 정하동,"쇼핑,유통>미용기기,재료",,경상북도 안동시 정하동  256-7,경상북도 안동시 강남4길 16,465853,439146,,,O
1482939,원주종합광고시공스카이,강원도 원주시 관설동,,,,,,,,,X
1482948,모녀진감자탕 김포장기점,경기도 김포시 장기동,,,,,,,,,X
1483017,그레야마더지 하남미사지점,경기도 하남시 망월동,,,,,,,,,X
1483478,꽃길만걷자공인중개사사무소,전라북도 전주시 덕진구 장동,부동산>중개업,,전라북도 전주시 덕진구 장동 1083-4 102호,전라북도 전주시 덕진구 틀못4길 27 102호,315241,360961,,,O
1483670,그래비티(GRAVITY) 탕정점,충청남도 아산시 탕정면 명암리,"음식점>카페,디저트",,충청남도 아산시 탕정면 명암리 922-2 1층 101호,충청남도 아산시 탕정면 탕정면로 54-6 1층 101호,316569,466754,,,O
1483673,월드크리닝 서면아이파크점,부산광역시 부산진구,"생활,편의>세탁",,부산광역시 부산진구 전포동 268,부산광역시 부산진구 동성로 50 1020동 15호(전포동),497569,284558,,,O
1483742,언약인테리어,경기도 성남시 수정구 태평동,,,,,,,,,X
1483810,두재야감자탕,인천광역시 남동구 구월동,한식>감자탕,,인천광역시 남동구 구월동 1131-16,인천광역시 남동구 인주대로591번길 55 1층 두재야뼈다귀감자탕,285415,539755,,,O
1483862,모이리 분식,전라남도 여수시 충무동,분식>종합분식,,전라남도 여수시 충무동  393-3,전라남도 여수시 진남로 16,375447,238317,,,O
1484058,플러스 바이크,경상남도 양산시 물금읍 범어리,"생활,편의>오토바이수리",,경상남도 양산시 물금읍 범어리 2784,경상남도 양산시 물금읍 야리3길 49,492157,302230,,,O
1484109,뷰티의 신,서울특별시 송파구 마천동,"미용>피부,체형관리",,서울특별시 송파구 마천동 126,서울특별시 송파구 마천로41길 1,324843,544264,,http://www.beautynsin.com,O
1484174,하바나문(HAVANA MOON),경기도 남양주시,"생활,편의>사진,스튜디오",,경기도 남양주시 다산동 6116-13,경기도 남양주시 다산중앙로82번안길 22-67 101호,326236,557599,,https://havanamoon.modoo.at,O
1484270,조개구이 조개탕,경상남도 김해시 내동,한식>조개요리,,경상남도 김해시 삼계동 1473-5,경상남도 김해시 해반천로144번길 15 다라이,479263,296155,,http://www.instagram.com/darai_red,X
1484272,라이킷(Like-it) 스포츠아카데미,경기도 파주시 와동동,,,,,,,,,X
1484457,수제토분포틱,경상북도 구미시 구평동,,,,,,,,,X
1484468,지에스(GS)25 진건주공점,경기도 남양주시 진건읍 용정리,"생활,편의>편의점",,"경기도 남양주시 진건읍 용정리 856 진건주공 101,2호",경기도 남양주시 진건읍 사릉로372번길 23-1 진건주공2단지상가,328263,561927,,http://gs25.gsretail.com/,O
1484572,온앤오프(ONandOFF),인천광역시 서구 석남동,,,,,,,,,X
1484597,헤어제품전문매장j,경상북도 포항시 남구 오천읍 원리,,,,,,,,,X
1484619,내풀로아틱,부산광역시 기장군 정관읍 매학리,,,,,,,,,X
1484633,뿅감식품,충청남도 보령시 오천면 오포리,,,,,,,,,X
1484667,점프,서울특별시 강남구 개포동,"교육,학문>지역아동센터",,서울특별시 서초구 양재동 306-2,서울특별시 서초구 언남12길 8 1층,315682,541745,,http://cafe.naver.com/jump6998,X
1484728,뱅어은동와인아트살롱,대전광역시 유성구 어은동,,,,,,,,,X
1484785,퍼플레이스,부산광역시 해운대구 우동,"쇼핑,유통>패션잡화",,부산광역시 해운대구 우동 1410-2,부산광역시 해운대구 마린시티3로 46 B110-5,504557,284638,,http://instagram.com/purplacezzz,O
1484835,씨유(CU) 김포한강프라자점,경기도 김포시 운양동,"생활,편의>편의점",,경기도 김포시 운양동 1297-7,경기도 김포시 김포한강11로 288-27,284040,562194,,http://cu.bgfretail.com/,O
1484887,명품달인김밥내이점,경상남도 밀양시 내이동,,,,,,,,,X
1485029,유아굿_페이레터_4,서울특별시 강남구 역삼동,,,,,,,,,X
1485071,오늘 필라테스 by 최은정,서울특별시 관악구 봉천동,스포츠시설>필라테스,,서울특별시 관악구 봉천동 1688-115,서울특별시 관악구 남부순환로247길 1-6 1층 202호,308721,542116,,https://instagram.com/pilates_by_choi,O
1485180,주식회사 그린플러스,경상북도 구미시 임수동,,,,,,,,,X
1485266,철인7호치킨,울산광역시 남구 무거동,"음식점>치킨,닭강정",,울산광역시 남구 무거동 849-10,울산광역시 남구 신복로21번길 7-1,514405,328299,,,O
1485326,생기를 담아,경기도 용인시 기흥구 보라동,"미용>피부,체형관리",,경기도 용인시 기흥구 보라동 140-7,경기도 용인시 기흥구 사은로126번길 6 113호 뒷편,321971,517423,,,O
1485383,디지티(DGT) 컨텐츠공방,서울특별시 마포구 염리동,,,,,,,,,X
1485526,김송정머리터 방배점,서울특별시 서초구 방배동,미용>미용실,,서울특별시 서초구 방배동 421-23,서울특별시 서초구 방배천로24길 11,310363,543030,,https://www.instagram.com/_leemasha,O
1485542,정혜영쿡,강원도 강릉시 교동,,,,,,,,,X
1485582,청년닭갈비&부대찌개,충청남도 공주시 신관동,음식점>한식,,충청남도 공주시 신관동 588-10 (신관동),충청남도 공주시 전막3길 27,322377,430383,,,O
1485663,짜짜봇,경기도 안산시 상록구 성포동,중식>중식당,,경기도 안산시 상록구 성포동 590,경기도 안산시 상록구 충장로 427,298151,524500,,,O
1485716,서윤현대세탁소,제주특별자치도 제주시 한림읍 한림리,,,,,,,,,X
1485910,육십계치킨외도점,제주특별자치도 제주시 외도일동,"음식점>치킨,닭강정",,제주특별자치도 제주시 외도일동 551-8,제주특별자치도 제주시 우정로15길 29 1층 (외도일동),254512,100138,,http://www.60chicken.co.kr,O
1485952,문성왕수학교실학원,서울특별시 금천구 독산동,교습학원>수학학원,,서울특별시 금천구 독산동 964-24,서울특별시 금천구 시흥대로150길 37-12,303004,542168,,,O
1485985,갈비명가 궁 노형점,제주특별자치도 제주시 노형동,"한식>육류,고기요리",,제주특별자치도 제주시 노형동 3811-4,제주특별자치도 제주시 노형5길 44,258377,99212,,,O
1486103,바오담채,전라남도 여수시 신기동,,,,,,,,,X
1486136,라라코스트용산점,대구광역시 달서구 용산동,음식점>패밀리레스토랑,,대구광역시 달서구 용산동 230-12,대구광역시 달서구 용산로 141 그랜드M 타워,448094,361277,,https://www.raracost.com,O
1486165,주식회사 카프,부산광역시 부산진구 양정동,,,,,,,,,X
1486178,나름,제주특별자치도 제주시 이도이동,음식점>양식,,제주특별자치도 제주시 이도이동 1767-6 1층,제주특별자치도 제주시 서광로32길 29-1 1층,263573,101230,,,O
1486331,세종솔루텍 주식회사,대전광역시 유성구 탑립동,,,,,,,,,X
1486418,디어마이그린,경상남도 김해시 무계동,"미용>속눈썹증모,연장",,경상남도 김해시 무계동 566 201호,경상남도 김해시 무계로 63 201호,474715,289409,,https://www.instagram.com/dear.my_green,O
1486501,서산해미로컬푸드,충청남도 서산시 해미면,"쇼핑,유통>슈퍼,마트",,충청남도 서산시 해미면 읍내리 322-2,충청남도 서산시 해미면 읍성마을2길 7-3,270214,457746,,,O
1486780,베트남식당(VIETNAM FOODS),서울특별시 도봉구 창동,음식점>베트남음식,,서울특별시 도봉구 창동 657-81,서울특별시 도봉구 도봉로112길 35 1층,315189,560957,,,O
1486922,마농델리,경기도 용인시 수지구 죽전동,,,,,,,,,X
1486926,오롯캔들,경기도 파주시 서패동,,,,,,,,,X
1487113,김범수 인테리어 공방,경기도 파주시 조리읍 대원리,"전문,기술서비스>인테리어디자인",,경기도 파주시 조리읍 대원리 200-3,경기도 파주시 조리읍 둑방길 6,296212,569995,,http://blog.naver.com/namu1388,O
1487123,봉이네 애견미용,경기도 김포시 고촌읍 신곡리,반려동물>반려동물미용,,경기도 김포시 고촌읍 신곡리 593-5,경기도 김포시 고촌읍 김포대로329번길 51 1층 101호,291453,556023,,http://instagram.com/beautybong__,O
1487214,색달푸드트럭,제주특별자치도 서귀포시 색달동,,,,,,,,,X
1487262,이쁜다방,인천광역시 부평구 십정동,,,,,,,,,X
1487266,타이어프로 동상점,경상남도 김해시 동상동,"자동차정비,수리>타이어,휠",,경상남도 김해시 동상동 1121-14,경상남도 김해시 가야로 442,480634,293949,,,O
1487332,김반(김밥이랑반찬이랑),부산광역시 기장군 정관읍 모전리,,,,,,,,,X
1487352,럭셔리 뷰티 성북점,서울특별시 성북구 동선동1가,"쇼핑,유통>화장품,향수",,서울특별시 성북구 동선동1가 123,서울특별시 성북구 동소문로20가길 56,313583,555065,,,O
1487404,술한잔레스고,대전광역시 중구 유천동,,,,,,,,,X
1487495,엘이네,충청남도 당진시 대덕동,,,,,,,,,X
1487636,가교아트,울산광역시 울주군 온양읍 대안리,,,,,,,,,X
1487679,다훈 주식회사,서울특별시 중랑구 묵동,,,,,,,,,X
1487834,주식회사 케이여행사,서울특별시 중구 서소문동,,,,,,,,,X
1487984,오베르,경기도 용인시 기흥구 보라동,"생활,편의>공방",,경기도 용인시 기흥구 보라동 579-1,경기도 용인시 기흥구 한보라2로 5 201호 오베르,321278,517311,,http://www.instagram.com/o.ber_official,O
1488096,호프수작,대구광역시 동구 효목동,"술집>맥주,호프",,대구광역시 동구 효목동 456-3,대구광역시 동구 효목로 41,457936,364325,,,O
1488103,재미솔솔창의팡팡미술교습소,대구광역시 동구 신암동,,,,,,,,,X
1488160,조창훈 법무사,부산광역시 강서구 명지동,"전문,기술서비스>법무사사무소",,부산광역시 강서구 명지동 3599-1,부산광역시 강서구 명지국제2로 80,483100,278139,,,O
1488410,79파운야드 동탄북광장점,경기도 화성시 반송동,"카페,디저트>베이커리",,경기도 화성시 반송동 90-9,경기도 화성시 동탄지성로 2 동탄 플래티넘 1층 111호,317993,511867,,http://instagram.com/79founyard_dongtan.north,O
1488490,봉명동내커피 양천구1호점,서울특별시 강서구 화곡동,"카페,디저트>카페",,서울특별시 강서구 화곡동 391-55 1층,서울특별시 강서구 곰달래로 155-1 1층,298585,548260,,,O
1488538,백운환경조경,충청남도 논산시 부창동,,,,,,,,,X
1488570,반디파스타,제주특별자치도 제주시 조천읍 함덕리,"이탈리아음식>스파게티,파스타전문",,제주특별자치도 제주시 조천읍 함덕리 1004-29 3층,제주특별자치도 제주시 조천읍 조함해안로 528 3층,276606,105959,,http://instagram.com/bandi_pasta,O
1488618,메리수인 부산진구점,부산광역시 부산진구 부암동,,,,,,,,,X
1488805,주식회사 정훈이엔지,광주광역시 광산구,,,,,,,,,X
1488877,식이네굴구이,울산광역시 남구 달동,한식>조개요리,,울산광역시 남구 달동 1277-7,울산광역시 남구 왕생로 15 1층,521025,326987,,,O
1488944,홍홍사과,경상남도 거창군 웅양면,"서비스,산업>농업",,경상남도 거창군 웅양면 신촌리 210,경상남도 거창군 웅양면 웅양로 2166-154,392453,362446,,http://www.instagram.com/honghongapple,O
1489153,좋은문화연구소,경기도 양주시 고읍동,,,,,,,,,X
1489397,샷시나라,광주광역시 북구 용봉동,,,,,,,,,X
1489447,네이처컬렉션 신당동점,서울특별시 중구 무학동,"쇼핑,유통>화장품,향수",,서울특별시 중구 무학동 20-1,서울특별시 중구 퇴계로76길 33,313209,551734,,http://mystore.naturecollection.com/306447,O
1489545,플랩잭팬트리 경기광주역점,경기도 광주시 역동,양식>브런치,,경기도 광주시 역동 118-28,경기도 광주시 순암로36번길 62-9 1층 플랩잭팬트리 경기광주역점,333749,533353,,https://instagram.com/flapjackpantry_g.gwangju?igshid=10e4ie1ondw9k,O
1489552,이아(oia),광주광역시 북구 양산동,,,,,,,,,X
1489637,오름테크,경기도 수원시 장안구 연무동,,,,,,,,,X
1489638,이마트24 R고성파인리조트점,강원도 고성군 토성면 인흥리,,,,,,,,,X
1489799,(주)해원티앤디,경기도 화성시 정남면 음양리,,,,,,,,,X
1489805,드림캐처클라이밍짐,서울특별시 노원구 상계동,"스포츠,오락>암벽등반",,서울특별시 노원구 상계동 357-2,서울특별시 노원구 상계로5길 32 7층,317508,562057,,http://instagram.com/dccg_nowon,O
1490173,글로컬아티스트협회,충청남도 부여군 부여읍 동남리,,,,,,,,,X
1490332,상아김밥 선릉직영점,서울특별시 강남구 역삼동,분식>김밥,,서울특별시 강남구 역삼동 709-5,서울특별시 강남구 테헤란로52길 16,315947,544931,,,O
1490578,한식의진정성 합정점,서울특별시 마포구 서교동,,,,,,,,,X
1490599,여기서 한끼(신마약김밥),경기도 안양시 동안구 관양동,,,,,,,,,X
1490604,두드림노인복지센터,인천광역시 서구 심곡동,"사회,복지>노인복지",,인천광역시 서구 심곡동 305-3,인천광역시 서구 심곡로 78,283390,549681,,http://www.dodrim.com/,O
1491267,대원중기(한샘중기),서울특별시 구로구 구로동,,,,,,,,,X
1491359,모카의작업실,경기도 고양시 일산동구 마두동,"생활,편의>공방",,경기도 고양시 일산동구 마두동 884-4,경기도 고양시 일산동구 정발산로196번길 7-15 1층 모카의작업실,293268,563030,,http://instagram.com/mocha_801,O
1491425,나만의자유,경상북도 칠곡군 왜관읍 왜관리,한식>한정식,,경상북도 칠곡군 왜관읍 왜관리 251-36,경상북도 칠곡군 왜관읍 2번도로길 54,436057,377002,,,O
1491426,마린분식,부산광역시 중구 중앙동4가,분식>종합분식,,부산광역시 중구 중앙동4가 53-7,부산광역시 중구 해관로 72 1층,494608,278985,,,O
1491662,두엉비(TUONG VY),경상북도 칠곡군 석적읍 중리,,,,,,,,,X
1491800,피자헛 의왕고천점,경기도 의왕시 고천동,음식점>피자,,경기도 의왕시 고천동 234-6,경기도 의왕시 경수대로 209,309371,527546,,http://www.pizzahut.co.kr/,O
1491816,그레이해머,대구광역시 달서구 월성동,"전문,기술서비스>인테리어디자인",,대구광역시 달서구 월성동 1426,대구광역시 달서구 조암로 71 2층 그레이해머,447411,358274,,https://grayhammer.blog.me/,O
1491823,버거의여왕,제주특별자치도 서귀포시 안덕면 사계리,음식점>햄버거,,제주특별자치도 서귀포시 안덕면 사계리 2029-9,제주특별자치도 서귀포시 안덕면 사계남로 202,242562,71906,,http://instagram.com/jeju_burger.queen,O
1491883,아트씨,광주광역시 서구 광천동,,,,,,,,,X
1491899,파스파투 스터디센터 독서실,서울특별시 은평구 응암동,"교육,학문>독서실",,서울특별시 은평구 응암동 576-11,서울특별시 은평구 응암로 238,304656,555086,,,O
1491959,더웰뉴트리,서울특별시 관악구 남현동,,,,,,,,,X
1492082,엄마랑 아기사랑 - 화성점,경기도 화성시 반송동,,,,,,,,,X
1492213,유림이엔지(주),충청남도 아산시 둔포면 송용리,,,,,,,,,X
1492391,주식회사 국림이엔씨,서울특별시 송파구 방이동,,,,,,,,,X
1492561,조상묵 스키강습,강원도 춘천시 신북읍,"스포츠,레크레이션학원>스키강습",,강원도 춘천시 신북읍 유포리 520-16,강원도 춘천시 신북읍 아침못1길 17-2,379402,593942,,http://www.jsmskischool.com,O
1492577,비에이치씨 고산점,경기도 의정부시,"음식점>치킨,닭강정",,경기도 의정부시 고산동 352,,322078,570687,,http://www.bhc.co.kr/,O
1492669,케어셀라수원정자지점,경기도 수원시 장안구 정자동,,,,,,,,,X
1492948,오리지널 87닭강정 소사점,경기도 부천시 소사본동,,,,,,,,,X
1493133,티앤티게라지,서울특별시 용산구 한강로3가,"자동차정비,수리>썬팅,광택",,서울특별시 용산구 한강로3가 40-202,서울특별시 용산구 한강대로21가길 49 1층,308405,547567,,http://instagram.com/tntgarage1,O
1493265,홍인생이야기앤홍언니사주타로카페,충청남도 천안시 서북구 성정동,,,,,,,,,X
1493322,오쁘앙연탄구이,대전광역시 서구 관저동,"한식>육류,고기요리",,대전광역시 서구 관저동 1231,대전광역시 서구 관저동로99번길 52 1층,340673,411344,,,O
1493489,타코락 명지국제점,부산광역시 강서구 명지동,"술집>맥주,호프",,부산광역시 강서구 명지동 3597-4 109호,부산광역시 강서구 명지국제2로 27 109호,482817,277644,,,O
1493528,토르짐,경기도 용인시 수지구 풍덕천동,"스포츠,오락>스포츠시설",,경기도 용인시 수지구 풍덕천동 712-4 6층 토르짐,경기도 용인시 수지구 풍덕천로129번길 7,320036,525036,,https://thorgympt.modoo.at,O
1493599,북면농수산,경상북도 울진군 북면 부구리,,,,,,,,,X
1493656,주식회사 신화코리아,광주광역시 서구 치평동,,,,,,,,,X
1493669,뭐줄까오늘간식,서울특별시 성북구 정릉동,반려동물>애견사료,,서울특별시 성북구 정릉동 130-2,서울특별시 성북구 정릉로36길 61 2층,313249,556011,,,O
1493680,꼼꼼성형외과의원,서울특별시 강동구 명일동,"병원,의원>성형외과",,서울특별시 강동구 명일동 46-2,서울특별시 강동구 고덕로 262 효성해링턴타워더퍼스트 3층,325507,550621,,http://www.commecommeps.com/,O
1493759,오르새피자 배재대점,대전광역시 서구 도마동,,,,,,,,,X
1493810,씨유(CU) 마곡사이언스점,서울특별시 강서구 마곡동,"생활,편의>편의점",,서울특별시 강서구 마곡동 796-3 마곡사이언스타워 1층,서울특별시 강서구 마곡동로 62,297168,551559,,,O
1493926,주식회사 에이스플랫폼,강원도 속초시 교동,,,,,,,,,X
1493984,왕등도수산,전라북도 전주시 완산구 중화산동2가,음식점>한식,,전라북도 전주시 완산구 중화산동2가 618-14,전라북도 전주시 완산구 중산로 21,320689,357700,,,O
1493994,마랑,경상남도 양산시 동면 금산리,,,,,,,,,X
1494115,상동국수,경기도 부천시 상동,한식>국수,,경기도 부천시 상동 318-2 상동국수,경기도 부천시 석천로16번길 58,290815,543697,,,O
1494158,비에치시 비어존,서울특별시 강북구 수유동,"음식점>치킨,닭강정",,서울특별시 강북구 수유동 550-51,서울특별시 강북구 인수봉로 284-1,312923,560668,,http://www.bhc.co.kr/,O
1494163,스위트 스웨디시,경기도 용인시 기흥구 중동,,,,,,,,,X
1494300,여수비니루,전라남도 여수시 남산동,,,,,,,,,X
1494321,(주)네모파트너즈피에프아이,서울특별시 강서구 마곡동,"전문,기술서비스>경영컨설팅",,서울특별시 강서구 마곡동 800-3,서울특별시 강서구 공항대로 220,296983,551365,,,O
1494330,리코드(record),강원도 원주시 지정면 가곡리,,,,,,,,,X
1494342,선재수학교습소,부산광역시 북구 화명동,,,,,,,,,X
1494361,세움ING,경상남도 창원시 의창구 명서동,"쇼핑,유통>철물점",,경상남도 창원시 의창구 명서동 186-6,경상남도 창원시 의창구 창이대로113번길 29,459134,293991,,,O
1494462,제이슨족발보쌈,인천광역시 미추홀구 주안동,,,,,,,,,X
1494486,행운레포츠,인천광역시 서구 원창동,,,,,,,,,X
1494515,에스엔글로벌,경상북도 구미시 공단동,"서비스,산업>제조업",,경상북도 구미시 공단동 300-12,경상북도 구미시 1공단로10길 134,434546,387846,,https://smartstore.naver.com/snglobal,O
1494604,선산닭곰탕,경상북도 구미시 선산읍 이문리,,,,,,,,,X
1494629,정원 Jewellery,서울특별시 관악구 신림동,,,,,,,,,X
1494667,원보병가,인천광역시 중구 북성동3가,"카페,디저트>베이커리",,인천광역시 중구 북성동3가 10-18,인천광역시 중구 차이나타운로 43-1,278084,542366,,,O
1494813,꾸브라꼬숯불두마리치킨,충청북도 충주시 봉방동,"음식점>치킨,닭강정",,충청북도 충주시 봉방동 264-7 (봉방동),충청북도 충주시 봉계12길 57,393023,486134,,,O
1494828,브라운스톤 한솔플러스영어,경기도 하남시 풍산동,어학원>영어학원,,경기도 하남시 풍산동 559,경기도 하남시 미사강변동로 47,328896,551121,,,O
1494833,취미인,전라남도 영암군 삼호읍 용앙리,,,,,,,,,X
1494907,꽈배기상회 만수점,인천광역시 남동구 만수동,"카페,디저트>베이커리",,인천광역시 남동구 만수동 871-18,인천광역시 남동구 만수로 13,287888,540359,,,O
