prod_nm,menu1_nm,menu3_nm
교촌레드오리지날(한마리),기타,치킨
교촌레드윙(날개),기타,치킨
교촌레드스틱(다리),기타,스틱
교촌레드콤보(날개+다리),기타,콤보
교촌오리지날(한마리),기타,치킨
교촌윙(날개),기타,치킨
교촌스틱(다리),기타,스틱
교촌콤보(날개+다리),기타,콤보
교촌시그니처세트(1.5마리),기타,치킨
교촌레드스틱(S)+교촌허니순살(S),기타,순살
교촌살살치킨,일식,치킨
교촌소이살살,기타,치킨
교촌순살(R/정육),기타,순살
교촌순살(S/정육),기타,순살
교촌레드순살(R/정육),기타,순살
교촌레드순살(S/정육),기타,순살
교촌허니순살(R/정육+안심),기타,순살
교촌허니순살(S/정육+안심),기타,순살
교촌레허반반순살(정육+안심),기타,순살
교촌반반순살(정육),기타,순살
교촌시그니처순살(정육+안심/1.5마리),기타,순살
교촌신화오리지날,기타,치킨
교촌신화순살,기타,순살
교촌순살,기타,순살
교촌오리지날,기타,치킨
교촌스틱,기타,스틱
교촌윙,기타,치킨
교촌콤보,기타,콤보
교촌레드순살,기타,순살
교촌레드오리지날,기타,치킨
교촌레드스틱,기타,스틱
교촌레드윙,기타,치킨
교촌레드콤보,기타,콤보
교촌허니순살,기타,순살
교촌허니오리지날,기타,치킨
교촌허니스틱,기타,스틱
교촌허니콤보,기타,콤보
교촌레허반반순살,기타,순살
교촌반반순살,기타,순살
교촌반반오리지날,기타,치킨
교촌반반스틱,기타,스틱
교촌반반윙,기타,치킨
교촌반반콤보,기타,콤보
교촌살살치킨,일식,치킨
교촌소이살살,기타,치킨
교촌살살미니,기타,치킨
교촌라이스세트,기타,치킨
교촌후라이드,기타,후라이드
교촌순살,기타,순살
교촌레드순살,기타,순살
교촌허니순살,기타,순살
교촌퐁듀치즈볼,양식,치즈볼
교촌고르곤치즈볼,기타,치즈볼
교촌마라떡볶이,중식,떡볶이
교촌닭갈비볶음밥,한식,볶음밥
교촌궁중닭갈비볶음밥,한식,볶음밥
교촌웨지감자,기타,감자
교촌에그마니샐러드,양식,샐러드
교촌샐러드,양식,샐러드
교촌샐러드(치킨과 함께 주문시),양식,샐러드
콩나물국바,한식,콩나물
쫑쫑썬오징어반마리(1인분),한식,오징어
쌀떡볶이,한식,떡볶이
바삭튀김(5개),한식,튀김
찰순대,한식,순대
감탄우동,일식,우동
새우튀김우동,일식,우동
어묵우동,일식,우동
허브탕수육,중식,탕수육
칠리탕수육,양식,탕수육
부산어묵,기타,어묵
부산어묵,기타,어묵
부산어묵,기타,어묵
잔치쌀면,기타,잔치
감자튀김,패스트푸드,감자튀김
1인세트,기타,
우동세트,일식,우동
허브탕수육세트,중식,탕수육
칠리탕수육세트,양식,탕수육
떡강정,한식,강정
닭강정,한식,강정
닭꼬치,한식,꼬치
스무디(키위),음료류,스무디
스무디(딸기),음료류,스무디
스무디(망고),음료류,스무디
음료(콜라),음료류,음료수
음료(사이다),음료류,음료수
음료(식혜),음료류,음료수
쿨피스(중),음료류,
할루미피자(R),양식,
할루미피자(L),양식,
트리플콤보(R),기타,콤보
트리플콤보(L),기타,콤보
치왕피자(L),양식,피자
퍼펙트골드(R),기타,
퍼펙트골드(L),기타,
크런치골드(R),기타,
크런치골드(L),기타,
모자이크(R),기타,
모자이크(L),기타,
핫멕시칸(R/치즈크러스트),양식,
핫멕시칸(R/씬),기타,
핫멕시칸(R/쌀스크린),기타,
핫멕시칸(R/팬),기타,
핫멕시칸(L/치즈크러스트),양식,
핫멕시칸(L/씬),기타,
핫멕시칸(L/쌀스크린),기타,
핫멕시칸(L/팬),기타,
쉬림프골드(R),기타,새우
쉬림프골드(L),기타,새우
버팔로(R/치즈크러스트),양식,
버팔로(R/씬),기타,
버팔로(R/쌀스크린),기타,
버팔로(R/팬),기타,
버팔로(L/치즈크러스트),양식,
버팔로(L/씬),기타,
버팔로(L/쌀스크린),기타,
버팔로(L/팬),기타,
허브포테이토(L),기타,감자
칠리쉬림프(L),양식,새우
고르곤졸라(L),기타,고르곤졸라
갈비앤치킨(R),일식,치킨
갈비앤치킨(L),일식,치킨
새우세보래(R),기타,새우
새우세보래(L),기타,새우
스테이크세보래(R),일식,스테이크
스테이크세보래(L),일식,스테이크
뉴그릴드치킨(R/치즈크러스트),양식,치킨
뉴그릴드치킨(R/씬),일식,
뉴그릴드치킨(R/쌀스크린),일식,치킨
뉴그릴드치킨(L/치즈크러스트),양식,치킨
뉴그릴드치킨(L/씬),일식,
뉴그릴드치킨(L/쌀스크린),일식,치킨
뉴그릴드치킨(L/팬),일식,치킨
고구마(R/치즈크러스트),양식,고구마
고구마(R/씬),기타,
고구마(L/치즈크러스트),양식,고구마
고구마(L/씬),기타,
고구마(L/쌀스크린),기타,
고구마(L/팬),기타,
밤호박(R/치즈크러스트),양식,
밤호박(R/씬),기타,
밤호박(L/치즈크러스트),양식,
밤호박(L/씬),기타,
밤호박(L/쌀스크린),기타,
밤호박(L/팬),기타,
치즈피자(R/치즈크러스트),양식,
치즈피자(L/치즈크러스트),양식,
아시아고(R/치즈크러스트),양식,
아시아고(R/씬),기타,
아시아고(L/치즈크러스트),양식,
아시아고(L/씬),기타,
아시아고(L/쌀스크린),기타,
아시아고(L/팬),기타,
짱감자(R/치즈크러스트),양식,감자
짱감자(R/씬),기타,
짱감자(L/치즈크러스트),양식,감자
짱감자(L/씬),기타,
짱감자(L/쌀스크린),기타,
짱감자(L/팬),기타,
슈퍼슈프림피자(R/치즈크러스트),양식,
슈퍼슈프림피자(L/치즈크러스트),양식,
슈퍼슈프림피자(L/씬),양식,
슈퍼슈프림피자(L/쌀스크린),양식,
슈퍼슈프림피자(L/팬),양식,
불고기피자(R/치즈크러스트),양식,
불고기피자(L/치즈크러스트),양식,
불고기피자(L/씬),양식,
불고기피자(L/쌀스크린),양식,
불고기피자(L/팬),양식,
페파로니피자(R/치즈크러스트),양식,
페파로니피자(L/치즈크러스트),양식,
페파로니피자(L/씬),양식,
페파로니피자(L/쌀스크린),양식,
페파로니피자(L/팬),양식,
하와이언피자(R/치즈크러스트),양식,
하와이언피자(L/치즈크러스트),양식,
하와이언피자(L/씬),양식,
하와이언피자(L/쌀스크린),양식,
하와이언피자(L/팬),양식,
치즈추가(L),기타,치즈
치즈추가(R),기타,치즈
고구마무스추가,제과류,고구마
치즈스틱(6개),패스트푸드,치즈스틱
버팔로윙(5개),양식,
치킨텐더(4개),일식,텐더
포테이토(1인분),기타,
치즈오븐스파게티,양식,치즈
토마토스파게티,양식,토마토
오븐훈제치킨,일식,치킨
콩나물국밥,한식,국밥
선지국,한식,
시래기국,한식,
소주,음료류,소주
맥주,음료류,맥주
막걸리,음료류,막걸리
모주(잔),한식,
모주(중),한식,
모주(대),한식,
공기밥,한식,공기밥
허니버터치킨(순살),패스트푸드,치킨
러브스틱(다리),패스트푸드,스틱
러브윙(날개),패스트푸드,
윙스틱(날개다리),패스트푸드,스틱
콤비네이션_스크린피자(M),패스트푸드,피자
콤비네이션_스크린피자(L),패스트푸드,피자
콤비네이션_스크린피자(F),패스트푸드,피자
후라이드치킨,패스트푸드,후라이드치킨
양념치킨,패스트푸드,양념치킨
화살한마리치킨(뼈),패스트푸드,치킨
닭강정(뼈),패스트푸드,강정
반반치킨,패스트푸드,치킨
트리플콤보(뼈),패스트푸드,콤보
패밀리세트(뼈),패스트푸드,
치뿌링(순살),패스트푸드,
후라이드치킨,패스트푸드,후라이드치킨
양념치킨,패스트푸드,양념치킨
화살한마리치킨(뼈),패스트푸드,치킨
닭강정(뼈),패스트푸드,강정
반반치킨,패스트푸드,치킨
트리플콤보(뼈),패스트푸드,콤보
패밀리세트(뼈),패스트푸드,
치뿌링(순살),패스트푸드,
허니버터치킨(순살),패스트푸드,치킨
러브스틱(다리),패스트푸드,스틱
러브윙(날개),패스트푸드,
윙스틱(날개다리),패스트푸드,스틱
콤비네이션_스크린 피자(M),패스트푸드,피자
콤비네이션_스크린 피자(L),패스트푸드,피자
콤비네이션_스크린 피자(F),패스트푸드,피자
고구마벌집_스크린 피자(M),패스트푸드,피자
고구마벌집_스크린 피자(L),패스트푸드,피자
고구마벌집_스크린 피자(F),패스트푸드,피자
불고기 _스크린 피자(M),패스트푸드,피자
불고기 _스크린 피자(L),패스트푸드,피자
불고기 _스크린 피자(F),패스트푸드,피자
콤비네이션_그릴드 피자(M),패스트푸드,피자
콤비네이션_그릴드 피자(L),패스트푸드,피자
콤비네이션_그릴드 피자(F),패스트푸드,피자
고구마벌집_그릴드 피자(M),패스트푸드,피자
고구마벌집_그릴드 피자(L),패스트푸드,피자
고구마벌집_그릴드 피자(F),패스트푸드,피자
불고기_그릴드 피자(M),패스트푸드,피자
불고기_그릴드 피자(L),패스트푸드,피자
불고기_그릴드 피자F),패스트푸드,불고기
사이다(1.25L),음료류,탄산음료
펩시콜라(1.25L),패스트푸드,탄산음료
치킨무,패스트푸드,치킨
매운소스,패스트푸드,매운맛
못난이김밥,한식,김밥
모듬김밥,한식,김밥
참치김밥,한식,참치김밥
소고기김밥,한식,김밥
샐러드김밥,양식,김밥
치즈김밥,한식,치즈김밥
고추김밥,한식,김밥
피클김밥,한식,김밥
김치김밥,한식,김밥
꼬마김밥,한식,김밥
김밥이야기,한식,김밥
오징어덮밥,한식,오징어덮밥
돌솥비빔밥,한식,돌솥비빔밥
김치볶음밥,한식,김치볶음밥
참치볶음밥,한식,볶음밥
야채볶음밥,한식,볶음밥
비빔밥,한식,비빔밥
떡국,기타,떡국
떡만두국,한식,떡만두국
만두국,한식,만두국
짬뽕라면,일식,라면
만두라면,한식,라면
떡라면,한식,라면
치즈라면,한식,라면
계란라면,한식,라면
야채라면,한식,라면
김치라면,한식,라면
물냉면,한식,물냉면
비빔냉면,한식,비빔냉면
치즈라볶이,한식,라볶이
라볶이,한식,라볶이
치즈떡볶이,한식,떡볶이
떡볶이,한식,떡볶이
쫄면,한식,쫄면
오뎅,기타,어묵
우동,일식,우동
물국수,한식,국수
비빔국수,한식,비빔국수
꽃등심(180g),한식,등심
육사시미(300g),한식,사시미
불낙전골(1인분),한식,전골
생삼겹(200g),한식,생삼겹살
돼지갈비전골(250g),한식,전골
오리로스(한마리),한식,
오리주물럭(한마리),한식,
전주비빔밥,한식,비빔밥
갈비탕,한식,갈비탕
갈치전골,한식,전골
삼계탕(여름),한식,삼계탕
낙지볶음,한식,낙지볶음
제육복음,한식,제육
병치,한식,
비빔밥,한식,비빔밥
소면,한식,소면
누룽지,한식,누룽지
공기밥,한식,공기밥
라면사리,한식,라면사리
소주,음료류,소주
맥주,음료류,맥주
산사춘,한식,산사춘
백하,한식,
김치전골(점심),한식,
동태탕(점심),한식,동태탕
된장찌개(점심),한식,된장찌개
청국장(점심),한식,청국장
백반(점심),한식,백반
녹두삼계탕,한식,삼계탕
찹쌀생주,한식,찹쌀
에스프레소,음료류,에스프레소
아메리카노,음료류,아메리카노
샤커레또,기타,
플랫화이트,음료류,플랫화이트
카푸치노,음료류,카푸치노
카페라떼,음료류,카페라떼
아몬드카페라떼,음료류,카페라떼
바닐라카페라떼,음료류,카페라떼
카라멜마끼야또,일식,카라멜마끼아또
카페모카,음료류,카페모카
카페비엔나,음료류,카페
아포가토,기타,아포가토
FM-하우스블렌드,기타,
아이리쉬,기타,
핸드드립_ICE추가,음료류,
더치커피,음료류,더치커피
더치라떼,음료류,더치라떼
더치콜드폼,기타,
바닐라쉐이크,음료류,쉐이크
커피쉐이크,음료류,쉐이크
녹차쉐이크,음료류,쉐이크
카모마일메들리,기타,캐모마일
트로피칼크림슨,기타,크림
페퍼민트루이보스,음료류,루이보스
새벽-페퍼민트(Ice tea),음료류,
노을-히비스커스(Ice tea),음료류,
유기농녹차라떼,음료류,녹차라떼
밀크티,음료류,밀크티
레몬티,기타,레몬차
딸기스무디,음료류,스무디
레몬에이드,음료류,레몬에이드
백향과에이드,음료류,에이드
딸기우유,음료류,우유
베이직와플,제과류,
아이스크림와플,제과류,와플
커피빙수,음료류,빙수
추어탕,기타,추어탕
오리주물럭(한마리),한식,
오리주물럭(반마리),한식,
오리로스(한마리),한식,
생삼겹살(200g),기타,생삼겹살
백반,기타,백반
소면,한식,소면
비빔채,기타,
누룽지,기타,누룽지
공기밥,기타,공기밥
주몽복분자,음료류,복분자
황진이,기타,
동진부안동,기타,
강쇠,기타,
한옥모주,기타,
가시오가피,기타,
남원막걸리,음료류,막걸리
소주/맥주,음료류,맥주
음료수,음료류,음료수
닭발(1인/2인분부터),한식,닭발
꼼장어(1인/2인분부터/소금/양념),한식,장어
해물계란탕(대),한식,계란탕
주먹밥,한식,주먹밥
국수,한식,국수
우동,한식,우동
누룽지,한식,누룽지
물냉면(계절),한식,물냉면
주먹밥(식사),한식,주먹밥
국수(식사),한식,국수
우동(식사),한식,우동
마요네즈,한식,마요네즈
떡추가,한식,
소주,음료류,소주
맥주,음료류,맥주
보신탕(특),한식,
보신탕,한식,
전골(소),한식,전골
전골(중),한식,전골
전골(대),한식,전골
수육(소),한식,수육
수육(중),한식,수육
수육(대),한식,수육
공기밥,한식,공기밥
